<<<<<<< HEAD
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
1503.3103435724836 1503.310343572482 1503.310343572484 
=======
2277.9118313533213 2957.310060490174 3507.6879301078898 
2335.4980098222877 2771.702328810172 3296.939498030207 
2152.67657521869 2605.296798396667 3053.3517552984727 
1968.0532138468454 2514.555162314641 3110.3461899361237 
1968.484196815684 2405.0433121197398 2989.171230263334 
2006.628724454436 2301.352640389276 2787.1329325890615 
1756.8869460492183 2217.9953759405635 2627.3021812275615 
1736.6227668029533 2174.882986827551 2633.507316986907 
1680.300512976585 2108.394355006493 2430.43348963705 
1680.300512976585 2053.6274834983515 2539.291800987702 
1699.6269959689291 1991.3406178568569 2464.6789350226104 
1561.681002940351 1944.5208873224442 2217.6117128193846 
1561.6810029403507 1942.9930157060571 2393.41754789518 
1561.6810029403507 1901.5059392635912 2337.438347700301 
1561.6810029403507 1860.8391558646526 2287.5424484919627 
1561.6810029403507 1802.4443268650616 2265.10425543843 
1561.6810029403507 1787.8535371800838 2144.7096672612333 
1561.6810029403507 1757.2738137916674 2171.6475876915106 
1534.5439772021907 1701.2629966675127 2081.6515980556132 
1534.5010681123968 1670.3553807401095 2122.470716324204 
1534.5010681123965 1630.980739979114 1982.507854052201 
1534.0158641030614 1618.5387554288113 1935.1284456024055 
1534.0158641030616 1588.7677521657208 2041.2637418011168 
1489.6511413974376 1564.0884447502428 1747.3083234864393 
1489.6511413974374 1553.6688706891791 1812.9905229573487 
1489.6511413974374 1544.7249416852064 1699.073810149998 
1489.6511413974374 1538.6479263324834 1888.6767278784814 
1489.6511413974374 1526.0263213839678 1805.6869026040713 
1489.6511413974374 1501.221173137277 1734.2145795128836 
1489.6511413974374 1502.3378392236941 1734.2145795128836 
1489.6511413974374 1495.0508247495675 1848.3798128249089 
1489.6511413974374 1504.7006329826786 1970.1657627514412 
1489.6511413974374 1497.8781027975751 1721.559163570004 
1489.6511413974374 1499.5350162696343 1715.892939317903 
1477.659534534709 1498.147962447712 1723.9192865689522 
1477.659534534709 1499.117001886777 1804.8805824027925 
1477.659534534709 1502.7054095805165 1888.2381949985977 
1477.659534534709 1506.6094536381745 1804.880582402792 
1477.659534534709 1505.0677885217074 1829.7907253639607 
1477.659534534709 1496.1352378480553 1876.248809079539 
1477.659534534709 1484.5531121505157 1727.3665777376689 
1477.659534534709 1489.5709527710826 1838.2559044667612 
1477.659534534709 1480.184255587614 1620.4058131907846 
1477.659534534709 1489.471644984692 1841.722067331979 
1477.659534534709 1486.3235990168207 1799.9941667630137 
1477.659534534709 1485.3063117298861 1764.3820876362806 
1477.659534534709 1489.1434681055887 1958.1741558887127 
1477.659534534709 1486.553710197801 1829.7907253639607 
1477.659534534709 1484.6043824258784 1680.2542750009457 
1477.659534534709 1493.8955827799464 1958.1741558887127 
1477.659534534709 1487.138337547558 1788.0176325606194 
1477.659534534709 1488.6978661884925 1841.7220673319791 
1477.659534534709 1485.5184288848207 1841.722067331979 
1477.659534534709 1487.5161987355723 1913.6317013266146 
1477.659534534709 1488.8711573926782 1994.0845252129393 
1477.659534534709 1484.6497679286156 1695.1404191099796 
1477.659534534709 1493.1989532353193 1898.4863856465597 
1477.659534534709 1493.6219253301213 1841.7220673319787 
1477.659534534709 1485.7080872287497 1673.5183390020454 
1477.659534534709 1493.2608319325966 1898.4863856465595 
1477.659534534709 1487.6876089562952 1838.427631570461 
1477.659534534709 1494.4364547562361 1903.763484476172 
1477.659534534709 1480.2181492033508 1680.2542750009459 
1477.659534534709 1491.2240348750988 1758.8954274661608 
1477.659534534709 1484.786362917807 1761.9104208549143 
1477.659534534709 1490.897147383806 1841.722067331979 
1477.659534534709 1482.5685875492168 1700.999234864027 
1477.659534534709 1483.0623098637923 1840.3341316554856 
1477.659534534709 1494.0629649560287 1789.0790758880496 
1477.659534534709 1488.966630533636 1727.3665777376689 
1477.659534534709 1485.6132942100876 1811.3299179827945 
1477.659534534709 1486.574020645355 1821.0322269277046 
1477.659534534709 1485.7590376279127 1876.2488090795393 
1477.659534534709 1493.086853793307 1836.3882059621803 
1477.659534534709 1482.9307552494888 1658.899198320148 
1477.659534534709 1483.1995832674809 1664.2997426698482 
1477.659534534709 1481.8851931458298 1713.5851875114442 
1477.659534534709 1492.635176283853 1840.3341316554856 
1477.659534534709 1485.7869269308078 1800.2666070897214 
1477.659534534709 1488.0375702645213 1836.3882059621803 
1477.659534534709 1492.971849295136 1876.2465881358692 
1477.659534534709 1478.7475585559505 1586.4619366586671 
1477.659534534709 1481.732382429564 1695.1404191099798 
1477.659534534709 1492.0382965369117 1798.807481234485 
1477.659534534709 1496.0119922855645 1994.084525212939 
1477.659534534709 1493.1015590352843 1876.2488090795391 
1477.659534534709 1496.1717901303084 1958.1741558887127 
1477.659534534709 1492.8848135531464 1913.631701326615 
1477.659534534709 1487.3119750701235 1898.4863856465595 
1477.659534534709 1482.6922345867438 1794.5799813793828 
1477.659534534709 1490.070139332424 1841.7220673319787 
1477.659534534709 1485.891057041731 1903.7634844761722 
1477.659534534709 1481.9946437338417 1694.511990868946 
1477.659534534709 1484.2808295394252 1774.5184325823527 
1477.659534534709 1482.2568188010441 1840.3341316554856 
1477.659534534709 1487.5025237958491 1798.8074812344848 
1477.659534534709 1490.5696236625643 1791.7553992619773 
1477.659534534709 1486.4644778747852 1798.807481234485 
1477.659534534709 1488.4190425009383 1798.807481234485 
1477.659534534709 1482.6497586167802 1838.4276315704608 
>>>>>>> e29930de3768cc1cabf0ef4a33dc1156ec8b2ec6
